,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,TEMP,TEMP_ATTRIBUTES,DEWP,DEWP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,STP,STP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES,MXSPD,GUST,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNDP,FRSHTT,WC
147,147,147,147,147,147,147,147,147,147,147,147,147,147,72429793812,2017-05-28,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",69.9,24,64.6,24,1008.8,22,991.3,24,9.9,24,7.5,24,14.0,19.0,84.9, ,63.0, ,0.0,G,999.9,10010,9999.9
148,148,148,148,148,148,148,148,148,148,148,148,148,148,72429793812,2017-05-29,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",69.6,24,61.0,24,1012.3,19,994.5,24,7.7,24,6.2,24,14.0,19.0,81.0, ,57.0, ,0.08,G,999.9,110010,9999.9
149,149,149,149,149,149,149,149,149,149,149,149,149,149,72429793812,2017-05-30,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",70.3,24,56.8,24,1015.0,24,997.4,24,9.9,24,5.5,24,17.1,28.0,81.0, ,57.0, ,0.0,G,999.9,0,9999.9
150,150,150,150,150,150,150,150,150,150,150,150,150,150,72429793812,2017-05-31,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",67.2,24,54.6,24,1016.4,23,998.7,24,10.0,24,5.6,24,15.9,28.0,82.0, ,54.0, ,0.04,G,999.9,10000,9999.9
151,151,151,151,151,151,151,151,151,151,151,151,151,151,72429793812,2017-06-01,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",67.5,24,51.4,24,1018.0,24,0.2,24,10.0,24,2.2,24,8.0,999.9,82.0, ,50.0, ,0.06,G,999.9,0,9999.9
152,152,152,152,152,152,152,152,152,152,152,152,152,152,72429793812,2017-06-02,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",66.8,24,52.3,24,1018.5,23,0.8,24,9.6,24,1.7,24,6.0,14.0,84.0, ,50.0, ,0.0,G,999.9,0,9999.9
153,153,153,153,153,153,153,153,153,153,153,153,153,153,72429793812,2017-06-03,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",69.5,24,56.7,24,1017.9,23,0.2,24,9.4,24,2.1,24,6.0,999.9,87.1, ,50.0, ,0.0,G,999.9,0,9999.9
154,154,154,154,154,154,154,154,154,154,154,154,154,154,72429793812,2017-06-04,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",71.0,24,60.9,24,1013.6,21,996.2,24,8.9,24,3.1,24,8.0,999.9,87.1, ,52.0, ,0.0,G,999.9,0,9999.9
155,155,155,155,155,155,155,155,155,155,155,155,155,155,72429793812,2017-06-05,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",73.1,24,66.2,24,1007.9,23,990.3,24,10.0,24,3.8,24,11.1,18.1,87.1, ,55.0, ,0.0,G,999.9,10010,9999.9
156,156,156,156,156,156,156,156,156,156,156,156,156,156,72429793812,2017-06-06,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",68.2,24,55.6,24,1011.9,24,994.2,24,10.0,24,6.7,24,12.0,17.1,84.9, ,55.9, ,0.02,G,999.9,0,9999.9
157,157,157,157,157,157,157,157,157,157,157,157,157,157,72429793812,2017-06-07,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",61.8,24,52.7,24,1015.6,24,997.8,24,10.0,24,5.7,24,12.0,999.9,78.1, ,52.0, ,0.0,G,999.9,0,9999.9
158,158,158,158,158,158,158,158,158,158,158,158,158,158,72429793812,2017-06-08,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",62.6,24,52.3,24,1015.4,22,997.7,24,9.1,24,3.2,24,9.9,999.9,75.9, ,48.0, ,0.0,G,999.9,100000,9999.9
159,159,159,159,159,159,159,159,159,159,159,159,159,159,72429793812,2017-06-09,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",66.3,24,54.9,24,1012.9,23,995.2,24,8.7,24,4.5,24,14.0,19.0,82.0, ,48.0, ,0.0,G,999.9,100000,9999.9
160,160,160,160,160,160,160,160,160,160,160,160,160,160,72429793812,2017-06-10,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",71.3,24,59.2,24,1015.4,24,997.7,24,10.0,24,5.4,24,14.0,999.9,84.9, ,48.0, ,0.0,G,999.9,0,9999.9
161,161,161,161,161,161,161,161,161,161,161,161,161,161,72429793812,2017-06-11,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",74.7,24,63.2,24,1018.3,23,0.7,24,9.4,24,6.1,24,15.0,19.0,88.0, ,57.0, ,0.0,G,999.9,100000,9999.9
162,162,162,162,162,162,162,162,162,162,162,162,162,162,72429793812,2017-06-12,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",77.1,24,67.2,24,1017.9,24,0.3,24,9.8,24,5.0,24,13.0,22.9,91.0, ,59.0, ,0.0,G,999.9,0,9999.9
163,163,163,163,163,163,163,163,163,163,163,163,163,163,72429793812,2017-06-13,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",75.5,24,71.5,24,1016.5,20,999.1,24,9.7,24,2.4,24,8.0,25.1,91.0, ,64.9, ,0.0,G,999.9,10010,9999.9
164,164,164,164,164,164,164,164,164,164,164,164,164,164,72429793812,2017-06-14,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",72.3,24,69.6,24,1016.2,18,998.6,24,9.4,24,4.5,24,12.0,999.9,86.0, ,66.0, ,0.33,G,999.9,10010,9999.9
165,165,165,165,165,165,165,165,165,165,165,165,165,165,72429793812,2017-06-15,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",75.6,24,69.4,24,1012.6,22,995.1,24,9.4,24,4.8,24,14.0,22.0,86.0, ,66.9, ,0.3,G,999.9,10000,9999.9
166,166,166,166,166,166,166,166,166,166,166,166,166,166,72429793812,2017-06-16,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",77.8,24,68.1,24,1011.0,24,993.6,24,9.5,24,2.3,24,8.0,999.9,90.0, ,66.0, ,0.25,G,999.9,100000,9999.9
167,167,167,167,167,167,167,167,167,167,167,167,167,167,72429793812,2017-06-17,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",76.6,24,68.5,24,1008.7,22,991.3,24,8.9,24,4.5,24,12.0,17.1,88.0,*,64.4,*,0.0,G,999.9,100000,9999.9
168,168,168,168,168,168,168,168,168,168,168,168,168,168,72429793812,2017-06-18,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",77.9,24,69.7,24,1007.0,21,989.5,24,9.8,24,9.1,24,17.1,22.0,88.0, ,64.9, ,0.02,G,999.9,10010,9999.9
169,169,169,169,169,169,169,169,169,169,169,169,169,169,72429793812,2017-06-19,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",73.6,24,64.1,24,1010.6,19,993.2,24,8.6,24,7.3,24,15.9,20.0,81.0,*,64.0,*,1.0,G,999.9,10010,9999.9
170,170,170,170,170,170,170,170,170,170,170,170,170,170,72429793812,2017-06-20,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",73.5,24,57.1,24,1015.5,24,997.9,24,10.0,24,5.7,24,11.1,19.0,84.0, ,60.1, ,0.12,G,999.9,0,9999.9
171,171,171,171,171,171,171,171,171,171,171,171,171,171,72429793812,2017-06-21,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",74.5,24,64.3,24,1014.6,24,997.0,24,10.0,24,4.7,24,15.0,21.0,89.1, ,60.1, ,0.0,G,999.9,0,9999.9
172,172,172,172,172,172,172,172,172,172,172,172,172,172,72429793812,2017-06-22,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",76.0,24,70.1,24,1015.1,23,997.5,24,10.0,24,6.6,24,15.9,22.0,89.1, ,61.0, ,0.0,G,999.9,10000,9999.9
173,173,173,173,173,173,173,173,173,173,173,173,173,173,72429793812,2017-06-23,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",73.1,24,72.1,20,1007.5,9,990.6,24,7.0,24,7.7,24,18.1,26.0,84.0, ,66.9, ,0.4,G,999.9,10010,9999.9
174,174,174,174,174,174,174,174,174,174,174,174,174,174,72429793812,2017-06-24,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",70.1,24,62.0,24,1014.0,20,995.5,24,7.8,24,5.2,24,12.0,18.1,80.1, ,59.0, ,2.06,G,999.9,110000,9999.9
175,175,175,175,175,175,175,175,175,175,175,175,175,175,72429793812,2017-06-25,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",68.6,24,52.8,24,1019.5,23,1.8,24,10.0,24,6.9,24,17.1,27.0,80.1, ,52.0, ,0.0,G,999.9,0,9999.9
176,176,176,176,176,176,176,176,176,176,176,176,176,176,72429793812,2017-06-26,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",66.2,24,51.5,24,1020.1,24,2.2,24,10.0,24,5.1,24,12.0,19.0,79.0, ,52.0, ,0.0,G,999.9,0,9999.9
177,177,177,177,177,177,177,177,177,177,177,177,177,177,72429793812,2017-06-27,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",65.1,24,50.7,24,1019.6,24,1.8,24,10.0,24,3.9,24,11.1,999.9,75.9, ,52.0, ,0.0,G,999.9,0,9999.9
178,178,178,178,178,178,178,178,178,178,178,178,178,178,72429793812,2017-06-28,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",65.2,24,55.0,24,1019.9,23,2.2,24,9.3,24,3.8,24,11.1,999.9,80.1, ,50.0, ,0.0,G,999.9,100000,9999.9
179,179,179,179,179,179,179,179,179,179,179,179,179,179,72429793812,2017-06-29,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",73.0,24,63.8,24,1015.7,23,998.0,24,10.0,24,6.8,24,17.1,25.1,88.0, ,50.0, ,0.0,G,999.9,0,9999.9
180,180,180,180,180,180,180,180,180,180,180,180,180,180,72429793812,2017-06-30,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",77.5,24,70.2,24,1013.5,22,996.1,24,10.0,24,8.0,24,12.0,17.1,84.0,*,71.1,*,0.0,G,999.9,0,9999.9
181,181,181,181,181,181,181,181,181,181,181,181,181,181,72429793812,2017-07-01,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",76.0,24,69.3,24,1013.3,18,995.9,24,9.8,24,6.2,24,11.1,999.9,84.0,*,69.8,*,0.09,G,999.9,10000,9999.9
182,182,182,182,182,182,182,182,182,182,182,182,182,182,72429793812,2017-07-02,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",74.8,24,64.1,24,1018.0,19,0.3,24,7.9,24,3.9,24,12.0,15.9,87.1, ,61.0, ,0.0,G,999.9,100000,9999.9
183,183,183,183,183,183,183,183,183,183,183,183,183,183,72429793812,2017-07-03,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",74.5,24,64.7,24,1017.8,21,0.2,24,8.1,24,2.1,24,8.9,999.9,89.1, ,61.0, ,0.0,G,999.9,100000,9999.9
184,184,184,184,184,184,184,184,184,184,184,184,184,184,72429793812,2017-07-04,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",74.9,24,68.3,24,1017.1,20,999.5,24,7.7,24,2.7,24,12.0,17.1,89.1, ,62.1, ,0.0,G,999.9,100000,9999.9
185,185,185,185,185,185,185,185,185,185,185,185,185,185,72429793812,2017-07-05,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",75.6,24,69.6,24,1018.2,19,0.7,24,7.4,24,1.3,24,8.9,999.9,86.0, ,63.0, ,0.0,G,999.9,100000,9999.9
186,186,186,186,186,186,186,186,186,186,186,186,186,186,72429793812,2017-07-06,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",73.2,24,71.2,24,1016.2,19,998.6,24,6.8,24,2.5,24,14.0,20.0,86.0, ,66.0, ,0.02,G,999.9,10010,9999.9
187,187,187,187,187,187,187,187,187,187,187,187,187,187,72429793812,2017-07-07,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",74.8,24,69.7,24,1013.6,15,996.4,24,7.2,24,6.4,24,26.0,35.0,89.1, ,64.9, ,0.33,G,999.9,110010,9999.9
188,188,188,188,188,188,188,188,188,188,188,188,188,188,72429793812,2017-07-08,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",72.3,24,63.1,23,1013.9,21,996.1,24,9.7,24,5.3,24,13.0,18.1,89.1, ,63.0, ,0.75,G,999.9,10000,9999.9
189,189,189,189,189,189,189,189,189,189,189,189,189,189,72429793812,2017-07-09,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",70.2,24,59.1,24,1018.2,19,0.6,24,7.4,24,2.3,24,8.9,999.9,82.9, ,55.9, ,0.0,G,999.9,100000,9999.9
190,190,190,190,190,190,190,190,190,190,190,190,190,190,72429793812,2017-07-10,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",74.9,24,66.7,24,1015.2,23,997.7,24,10.0,24,6.3,24,15.0,25.1,87.1, ,55.9, ,0.0,G,999.9,0,9999.9
191,191,191,191,191,191,191,191,191,191,191,191,191,191,72429793812,2017-07-11,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",75.5,24,70.3,24,1014.3,19,997.1,24,9.3,24,7.3,24,14.0,21.0,87.1, ,64.0, ,0.06,G,999.9,10010,9999.9
192,192,192,192,192,192,192,192,192,192,192,192,192,192,72429793812,2017-07-12,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",77.5,24,72.0,24,1017.1,18,999.5,24,6.2,24,4.6,24,14.0,18.1,89.1, ,66.9, ,0.31,G,999.9,100000,9999.9
193,193,193,193,193,193,193,193,193,193,193,193,193,193,72429793812,2017-07-13,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",79.1,24,74.9,24,1016.9,19,999.6,24,9.6,24,5.3,24,20.0,36.9,90.0, ,66.9, ,0.0,G,999.9,10010,9999.9
194,194,194,194,194,194,194,194,194,194,194,194,194,194,72429793812,2017-07-14,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",78.7,24,73.6,24,1017.3,21,999.8,24,8.4,24,4.8,24,12.0,15.9,90.0, ,66.0, ,0.85,G,999.9,10010,9999.9
195,195,195,195,195,195,195,195,195,195,195,195,195,195,72429793812,2017-07-15,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",73.4,24,63.8,24,1018.8,24,1.2,24,10.0,24,3.1,24,11.1,15.0,87.1, ,60.1, ,0.01,G,999.9,0,9999.9
196,196,196,196,196,196,196,196,196,196,196,196,196,196,72429793812,2017-07-16,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",73.5,24,65.9,24,1016.1,21,998.5,24,7.9,24,1.3,24,7.0,999.9,86.0, ,60.1, ,0.0,G,999.9,100000,9999.9
197,197,197,197,197,197,197,197,197,197,197,197,197,197,72429793812,2017-07-17,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",76.6,24,68.8,24,1015.1,24,997.6,24,10.0,24,2.4,24,6.0,999.9,88.0, ,62.1, ,0.0,G,999.9,0,9999.9
198,198,198,198,198,198,198,198,198,198,198,198,198,198,72429793812,2017-07-18,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",77.9,24,71.9,24,1017.3,15,999.5,24,6.6,24,3.2,24,8.9,15.0,88.0, ,66.0, ,0.26,G,999.9,110000,9999.9
199,199,199,199,199,199,199,199,199,199,199,199,199,199,72429793812,2017-07-19,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",79.3,24,71.1,24,1018.6,20,0.9,24,7.8,24,1.4,24,7.0,999.9,91.0, ,66.9, ,0.0,G,999.9,110000,9999.9
200,200,200,200,200,200,200,200,200,200,200,200,200,200,72429793812,2017-07-20,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",77.8,24,72.0,24,1017.9,23,0.2,24,9.3,24,3.0,24,11.1,999.9,91.0, ,64.9, ,0.0,G,999.9,10000,9999.9
201,201,201,201,201,201,201,201,201,201,201,201,201,201,72429793812,2017-07-21,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",80.0,24,75.0,24,1015.3,22,997.9,24,9.5,24,3.1,24,20.0,28.9,90.0, ,64.9, ,0.01,G,999.9,10010,9999.9
202,202,202,202,202,202,202,202,202,202,202,202,202,202,72429793812,2017-07-22,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",80.8,24,75.5,24,1011.6,21,994.4,24,9.5,24,4.9,24,17.1,28.9,91.9, ,72.0, ,0.21,G,999.9,10010,9999.9
203,203,203,203,203,203,203,203,203,203,203,203,203,203,72429793812,2017-07-23,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",77.4,24,72.7,20,1009.4,17,992.1,24,10.0,24,5.9,24,25.1,35.9,84.9,*,71.6,*,0.56,G,999.9,10010,9999.9
204,204,204,204,204,204,204,204,204,204,204,204,204,204,72429793812,2017-07-24,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",76.6,24,69.0,24,1011.9,24,994.4,24,9.6,24,5.4,24,9.9,999.9,87.1, ,64.9, ,0.02,G,999.9,0,9999.9
205,205,205,205,205,205,205,205,205,205,205,205,205,205,72429793812,2017-07-25,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",71.5,24,62.1,24,1020.4,24,2.7,24,10.0,24,5.2,24,11.1,999.9,87.1, ,60.1, ,0.0,G,999.9,100000,9999.9
206,206,206,206,206,206,206,206,206,206,206,206,206,206,72429793812,2017-07-26,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",71.2,24,64.3,24,1020.2,23,2.5,24,9.4,24,2.0,24,5.1,999.9,84.9, ,57.9, ,0.0,G,999.9,0,9999.9
207,207,207,207,207,207,207,207,207,207,207,207,207,207,72429793812,2017-07-27,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",76.8,24,72.3,24,1013.9,23,996.4,24,9.1,24,3.6,24,19.0,27.0,87.1, ,57.9, ,0.49,G,999.9,10010,9999.9
208,208,208,208,208,208,208,208,208,208,208,208,208,208,72429793812,2017-07-28,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",76.1,24,71.9,24,1010.0,17,992.7,24,7.8,24,5.1,24,15.0,20.0,87.1, ,69.1, ,0.21,G,999.9,10010,9999.9
209,209,209,209,209,209,209,209,209,209,209,209,209,209,72429793812,2017-07-29,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",71.8,24,58.5,24,1014.1,24,996.5,24,10.0,24,8.6,24,13.0,20.0,84.9, ,62.1, ,0.22,G,999.9,0,9999.9
210,210,210,210,210,210,210,210,210,210,210,210,210,210,72429793812,2017-07-30,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",70.5,24,60.1,24,1019.7,24,1.9,24,10.0,24,3.5,24,8.0,999.9,84.9, ,55.9, ,0.0,G,999.9,0,9999.9
211,211,211,211,211,211,211,211,211,211,211,211,211,211,72429793812,2017-07-31,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",73.8,24,64.1,24,1020.9,21,3.2,24,8.8,24,2.1,24,6.0,999.9,87.1, ,55.9, ,0.0,G,999.9,100000,9999.9
212,212,212,212,212,212,212,212,212,212,212,212,212,212,72429793812,2017-08-01,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",72.5,24,66.3,24,1019.5,24,1.8,24,9.7,24,1.6,24,6.0,999.9,87.1, ,60.1, ,0.0,G,999.9,0,9999.9
213,213,213,213,213,213,213,213,213,213,213,213,213,213,72429793812,2017-08-02,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",72.9,24,67.7,24,1018.0,21,0.3,24,8.3,24,2.7,24,8.9,999.9,84.9, ,63.0, ,0.0,G,999.9,110010,9999.9
214,214,214,214,214,214,214,214,214,214,214,214,214,214,72429793812,2017-08-03,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",74.4,24,68.3,24,1017.2,19,999.7,24,8.7,24,4.5,24,14.0,999.9,86.0, ,64.0, ,0.03,G,999.9,110010,9999.9
215,215,215,215,215,215,215,215,215,215,215,215,215,215,72429793812,2017-08-04,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",73.8,24,65.8,24,1013.4,22,995.8,24,9.8,24,8.9,24,20.0,28.9,86.0, ,64.0, ,0.0,G,999.9,10000,9999.9
216,216,216,216,216,216,216,216,216,216,216,216,216,216,72429793812,2017-08-05,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",66.9,24,54.9,24,1018.7,24,0.9,24,10.0,24,5.6,24,9.9,15.9,81.0, ,52.0, ,0.01,G,999.9,0,9999.9
217,217,217,217,217,217,217,217,217,217,217,217,217,217,72429793812,2017-08-06,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",66.7,24,61.9,24,1018.5,24,0.8,24,10.0,24,1.1,24,5.1,999.9,79.0, ,52.0, ,0.0,G,999.9,10000,9999.9
218,218,218,218,218,218,218,218,218,218,218,218,218,218,72429793812,2017-08-07,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",67.8,24,65.4,24,1015.7,16,997.9,23,7.4,23,3.4,24,7.0,999.9,75.9, ,63.0, ,0.4,G,999.9,10000,9999.9
219,219,219,219,219,219,219,219,219,219,219,219,219,219,72429793812,2017-08-08,39.106,-84.41609,144.8,"CINCINNATI MUNICIPAL AIRPORT LUNKEN FIELD, OH US",69.0,24,61.2,24,1019.5,18,1.4,24,7.3,24,2.5,24,11.1,999.9,81.0, ,57.0, ,0.07,G,999.9,100000,9999.9
